"ad_click","age","gender","income","location","device","interest_category","time_spent_on_site","number_of_pages_viewed"
0,45,"female",106089,"suburban","mobile","Travel",20,1
1,31,"male",93258,"suburban","desktop","Technology",47,12
0,35,"male",137957,"urban","desktop","Fashion",11,3
1,47,"female",212406,"urban","desktop","Sports",39,25
1,27,"male",47851,"urban","desktop","Sports",44,22
1,63,"female",243825,"rural","desktop","Sports",8,22
1,66,"male",193571,"suburban","desktop","Fashion",57,19
0,57,"male",65672,"rural","desktop","Travel",22,12
1,19,"male",239420,"suburban","desktop","Fashion",43,1
1,70,"male",140651,"rural","desktop","Travel",52,18
1,38,"female",154525,"suburban","mobile","Travel",53,3
1,30,"female",160110,"suburban","desktop","Travel",14,2
0,67,"female",33591,"suburban","mobile","Travel",3,3
1,26,"female",155701,"suburban","desktop","Sports",59,6
1,69,"male",121547,"urban","desktop","Fashion",44,9
1,29,"female",58421,"urban","desktop","Travel",34,22
1,28,"female",100696,"suburban","desktop","Sports",4,15
1,35,"male",230851,"suburban","desktop","Fashion",2,4
0,52,"male",117181,"suburban","desktop","Fashion",16,9
0,54,"male",61366,"suburban","mobile","Travel",38,4
1,19,"male",159963,"urban","desktop","Sports",14,20
0,22,"female",180107,"rural","mobile","Travel",3,4
1,26,"male",49885,"suburban","desktop","Travel",12,14
1,60,"female",130117,"urban","desktop","Technology",51,2
0,69,"female",129859,"urban","mobile","Travel",50,17
0,53,"male",30480,"suburban","desktop","Travel",56,8
1,38,"female",68028,"urban","mobile","Travel",48,2
1,38,"female",206495,"rural","mobile","Fashion",52,14
1,44,"female",225499,"suburban","mobile","Fashion",53,8
1,52,"female",115936,"rural","mobile","Fashion",32,25
1,61,"male",43606,"rural","desktop","Fashion",59,12
1,70,"female",34624,"suburban","mobile","Sports",9,17
0,29,"male",98077,"urban","desktop","Travel",12,1
0,37,"male",24122,"urban","desktop","Technology",21,11
1,49,"female",221391,"urban","desktop","Sports",27,24
1,60,"male",195389,"rural","desktop","Technology",50,12
1,21,"female",123267,"urban","desktop","Fashion",53,7
1,38,"male",119728,"urban","mobile","Technology",56,17
1,19,"male",231447,"urban","desktop","Sports",23,1
1,21,"female",30548,"suburban","desktop","Fashion",7,4
1,48,"male",235697,"suburban","desktop","Fashion",11,19
1,33,"male",245011,"rural","mobile","Technology",55,1
0,34,"female",174502,"urban","mobile","Fashion",4,10
1,44,"male",58109,"urban","desktop","Sports",54,23
0,46,"male",63765,"urban","desktop","Travel",45,3
1,67,"female",233343,"rural","desktop","Sports",37,25
1,25,"female",143441,"rural","desktop","Technology",34,7
0,63,"male",231906,"suburban","mobile","Fashion",21,14
1,35,"male",76607,"urban","mobile","Sports",30,3
1,69,"female",227066,"rural","mobile","Technology",57,21
1,50,"male",82799,"suburban","desktop","Travel",27,6
0,70,"female",195077,"suburban","desktop","Technology",22,12
1,29,"female",208801,"rural","mobile","Fashion",22,15
0,48,"female",60588,"urban","desktop","Technology",38,14
0,39,"male",75059,"rural","desktop","Technology",24,5
0,53,"female",245349,"suburban","desktop","Technology",5,3
1,54,"female",111110,"urban","desktop","Sports",18,10
0,49,"male",121105,"rural","desktop","Technology",22,23
1,21,"female",113909,"suburban","desktop","Technology",59,14
1,66,"male",217101,"urban","mobile","Technology",23,11
1,43,"male",200372,"urban","desktop","Sports",57,17
0,23,"male",141625,"urban","desktop","Fashion",6,8
0,34,"female",78629,"urban","desktop","Travel",13,3
1,35,"female",205599,"rural","desktop","Travel",10,14
1,56,"female",206716,"suburban","mobile","Sports",5,23
1,47,"male",42903,"suburban","desktop","Fashion",22,10
1,55,"male",177517,"suburban","desktop","Technology",56,25
0,54,"male",81339,"suburban","mobile","Sports",5,7
0,48,"male",117596,"suburban","desktop","Fashion",11,9
1,18,"male",194601,"urban","desktop","Fashion",8,3
0,36,"female",97851,"suburban","desktop","Travel",4,22
1,55,"male",211766,"suburban","desktop","Technology",11,15
1,36,"male",221273,"suburban","desktop","Travel",57,20
1,38,"male",68638,"urban","desktop","Technology",50,22
1,70,"male",206878,"urban","desktop","Fashion",7,17
0,47,"female",74359,"rural","mobile","Fashion",13,3
0,28,"male",73814,"suburban","desktop","Fashion",9,24
1,38,"female",31291,"urban","mobile","Travel",38,24
1,32,"male",92299,"urban","desktop","Sports",46,21
1,23,"female",74261,"suburban","desktop","Fashion",50,1
1,43,"female",169426,"suburban","desktop","Sports",18,19
1,45,"male",173449,"suburban","desktop","Fashion",50,12
1,52,"male",130178,"suburban","desktop","Technology",30,20
0,60,"female",32006,"suburban","mobile","Travel",43,13
0,52,"female",89969,"rural","desktop","Technology",16,9
1,70,"female",218672,"rural","desktop","Technology",52,25
1,61,"female",245952,"urban","mobile","Fashion",31,21
1,30,"male",220394,"rural","desktop","Travel",48,2
1,44,"male",231915,"urban","desktop","Fashion",33,6
1,47,"female",153005,"suburban","desktop","Sports",9,13
1,40,"female",247736,"suburban","desktop","Technology",6,23
1,42,"female",223192,"urban","mobile","Technology",39,4
0,27,"female",131576,"rural","desktop","Fashion",19,3
0,19,"female",89106,"suburban","desktop","Travel",57,3
0,52,"female",39101,"suburban","mobile","Sports",34,5
1,44,"female",186196,"suburban","mobile","Travel",15,3
1,20,"female",196537,"urban","mobile","Fashion",26,2
1,32,"male",168408,"rural","mobile","Fashion",50,11
0,34,"female",135730,"urban","mobile","Technology",46,5
1,44,"female",246762,"suburban","mobile","Technology",36,2
1,33,"female",51647,"urban","desktop","Technology",16,22
0,19,"male",77324,"suburban","desktop","Sports",24,9
0,70,"female",61002,"suburban","mobile","Sports",51,21
0,58,"female",24233,"rural","desktop","Technology",3,11
1,21,"male",130426,"urban","desktop","Sports",40,11
0,23,"female",216206,"urban","mobile","Fashion",31,5
1,18,"male",180485,"suburban","desktop","Technology",20,25
1,45,"female",173846,"urban","desktop","Fashion",52,23
1,33,"male",189736,"urban","desktop","Fashion",48,18
1,21,"female",181878,"suburban","desktop","Sports",31,23
1,57,"male",119373,"urban","desktop","Travel",41,19
1,22,"female",78858,"rural","desktop","Technology",7,22
0,34,"female",33850,"suburban","desktop","Technology",29,7
0,61,"female",113969,"suburban","mobile","Technology",31,3
1,62,"male",185230,"urban","mobile","Travel",13,12
1,49,"male",128020,"urban","mobile","Travel",27,18
0,52,"male",113749,"urban","mobile","Travel",22,2
1,62,"male",111970,"suburban","mobile","Sports",54,5
1,29,"female",52037,"urban","desktop","Fashion",7,19
1,53,"female",153421,"rural","desktop","Fashion",21,24
1,27,"male",130367,"suburban","desktop","Fashion",14,7
0,63,"female",159341,"suburban","desktop","Sports",54,20
0,43,"female",107150,"rural","desktop","Fashion",42,25
0,36,"male",166661,"suburban","desktop","Technology",8,4
0,24,"female",54094,"suburban","desktop","Travel",19,13
0,48,"female",147903,"urban","mobile","Travel",56,17
1,31,"female",27399,"suburban","desktop","Technology",28,17
1,46,"female",235610,"suburban","desktop","Fashion",34,1
0,23,"female",39745,"rural","desktop","Sports",32,12
0,50,"male",58802,"urban","mobile","Travel",22,11
1,44,"male",43739,"suburban","desktop","Sports",15,6
1,35,"male",128542,"urban","mobile","Technology",52,16
1,27,"female",187668,"suburban","desktop","Technology",24,14
1,69,"male",207041,"suburban","mobile","Travel",44,12
1,70,"male",238784,"urban","desktop","Technology",41,20
1,47,"male",190139,"rural","mobile","Sports",6,18
1,53,"female",243728,"urban","desktop","Sports",43,8
1,47,"male",206410,"urban","mobile","Travel",43,23
1,46,"female",234290,"suburban","mobile","Sports",3,14
0,56,"female",41788,"suburban","desktop","Travel",7,13
1,56,"female",233378,"rural","mobile","Travel",58,4
1,20,"male",155623,"urban","desktop","Sports",7,2
0,45,"male",62161,"rural","mobile","Technology",15,18
0,53,"female",84842,"rural","desktop","Technology",34,19
0,23,"male",191704,"suburban","desktop","Sports",36,2
1,52,"male",181544,"suburban","mobile","Sports",38,4
0,45,"female",23721,"suburban","mobile","Technology",8,12
0,63,"female",136636,"suburban","desktop","Technology",59,3
0,33,"female",146928,"suburban","desktop","Fashion",6,23
1,27,"male",120033,"rural","mobile","Travel",18,16
0,51,"female",165230,"urban","desktop","Technology",4,4
0,68,"male",89481,"urban","desktop","Sports",9,22
1,28,"male",161555,"suburban","desktop","Fashion",6,11
1,61,"male",137734,"urban","mobile","Fashion",58,1
1,59,"male",52522,"urban","desktop","Technology",8,11
0,53,"female",38259,"rural","desktop","Technology",36,21
1,42,"female",106443,"suburban","mobile","Technology",21,9
0,38,"male",67054,"urban","mobile","Technology",27,1
1,46,"female",216818,"rural","desktop","Travel",16,19
0,48,"male",38927,"rural","desktop","Travel",4,2
1,29,"male",54413,"urban","desktop","Sports",38,24
1,38,"female",202279,"suburban","mobile","Technology",35,22
1,23,"female",223522,"urban","desktop","Technology",11,24
1,52,"female",243306,"suburban","desktop","Fashion",33,7
1,61,"male",245329,"suburban","desktop","Technology",41,5
0,19,"male",145813,"rural","mobile","Fashion",9,20
0,40,"male",24883,"rural","mobile","Technology",30,5
0,18,"female",200128,"rural","mobile","Technology",43,21
1,70,"female",92122,"urban","desktop","Fashion",34,18
0,69,"male",177796,"suburban","desktop","Technology",39,6
1,57,"female",195310,"rural","desktop","Technology",49,24
1,55,"female",171422,"urban","mobile","Fashion",45,15
0,28,"male",125057,"urban","desktop","Technology",7,21
1,28,"male",80564,"urban","mobile","Sports",23,20
1,26,"female",120031,"urban","mobile","Sports",48,17
0,25,"female",166918,"urban","desktop","Fashion",53,7
1,68,"male",140115,"urban","desktop","Fashion",42,20
1,58,"male",148303,"suburban","mobile","Technology",14,17
1,21,"male",139244,"suburban","mobile","Travel",48,6
1,35,"male",58992,"suburban","desktop","Fashion",55,2
1,42,"male",139644,"rural","mobile","Travel",22,10
1,67,"male",90359,"urban","mobile","Travel",29,11
1,34,"male",28465,"urban","desktop","Sports",54,23
1,50,"female",145483,"urban","mobile","Sports",43,20
1,28,"female",42661,"urban","desktop","Travel",40,18
1,45,"female",245822,"urban","desktop","Fashion",44,8
1,23,"male",141824,"urban","mobile","Fashion",37,24
0,70,"male",90966,"urban","desktop","Technology",57,13
1,28,"male",21732,"urban","desktop","Technology",13,8
0,56,"male",25590,"suburban","desktop","Sports",19,15
1,38,"female",185909,"rural","desktop","Technology",5,23
0,50,"female",185547,"suburban","mobile","Fashion",39,24
0,50,"male",36005,"urban","desktop","Sports",40,18
0,66,"female",209908,"suburban","mobile","Fashion",43,22
1,31,"female",115663,"suburban","mobile","Technology",34,12
0,33,"female",27799,"suburban","mobile","Fashion",27,24
1,29,"female",209155,"urban","desktop","Travel",23,1
0,69,"female",139884,"suburban","mobile","Fashion",10,2
1,68,"female",200326,"rural","desktop","Sports",12,4
0,64,"female",119936,"urban","desktop","Technology",6,22
1,18,"female",248414,"suburban","desktop","Sports",31,23
0,21,"male",130476,"suburban","mobile","Fashion",27,1
0,61,"male",43705,"suburban","desktop","Sports",12,12
1,26,"male",222856,"suburban","mobile","Sports",52,23
1,59,"male",168925,"urban","mobile","Travel",50,11
0,61,"female",73426,"urban","desktop","Technology",39,6
0,18,"male",47003,"urban","mobile","Technology",22,13
0,19,"female",81178,"urban","desktop","Sports",23,4
1,67,"female",246066,"rural","desktop","Technology",39,24
1,21,"female",160685,"urban","mobile","Fashion",8,10
1,42,"female",200463,"urban","desktop","Travel",12,7
1,40,"female",123999,"urban","desktop","Technology",25,4
1,42,"male",163530,"urban","desktop","Technology",23,11
0,49,"male",227209,"rural","desktop","Travel",30,6
0,42,"female",70924,"urban","mobile","Travel",19,9
0,42,"female",88124,"suburban","desktop","Fashion",3,25
0,54,"female",53214,"urban","desktop","Sports",54,6
1,57,"male",53908,"urban","mobile","Sports",56,8
1,50,"male",49752,"rural","mobile","Sports",52,15
1,26,"male",135266,"suburban","mobile","Technology",28,14
1,37,"male",144643,"rural","mobile","Fashion",13,17
1,58,"male",122137,"urban","mobile","Technology",56,1
1,56,"male",41975,"urban","desktop","Technology",46,21
1,56,"male",89820,"suburban","desktop","Fashion",35,14
1,26,"male",30634,"suburban","mobile","Technology",47,3
0,41,"female",147568,"rural","desktop","Technology",51,25
0,57,"female",117596,"suburban","desktop","Technology",3,3
1,59,"female",123470,"urban","desktop","Fashion",13,17
1,52,"male",190630,"urban","desktop","Technology",16,18
0,39,"male",99148,"urban","desktop","Sports",34,5
0,39,"female",122867,"rural","mobile","Technology",42,12
1,41,"male",186026,"urban","mobile","Technology",20,2
1,37,"male",184457,"rural","desktop","Technology",55,7
1,24,"male",179528,"urban","desktop","Fashion",34,24
0,55,"male",182882,"rural","mobile","Technology",12,6
0,58,"male",114997,"suburban","mobile","Fashion",12,11
0,30,"female",174968,"urban","mobile","Fashion",22,3
1,24,"female",245784,"rural","desktop","Sports",13,5
1,38,"male",53723,"urban","desktop","Travel",25,10
1,24,"female",242804,"urban","desktop","Fashion",27,14
1,23,"male",58203,"rural","mobile","Travel",53,15
1,61,"female",146594,"suburban","desktop","Technology",46,24
1,26,"male",96186,"suburban","mobile","Fashion",19,25
0,24,"female",173188,"urban","mobile","Technology",5,4
1,51,"female",159554,"urban","mobile","Sports",31,21
1,59,"male",207125,"suburban","desktop","Sports",35,22
1,34,"female",209435,"rural","mobile","Fashion",49,14
1,62,"female",30856,"urban","desktop","Travel",32,11
1,55,"male",108019,"suburban","mobile","Sports",24,25
1,26,"male",166191,"urban","mobile","Sports",22,10
0,58,"male",170092,"rural","desktop","Sports",42,22
1,29,"male",117829,"urban","mobile","Travel",24,9
0,49,"female",113997,"urban","desktop","Fashion",32,22
0,31,"female",207567,"suburban","desktop","Travel",38,5
0,55,"female",76834,"urban","desktop","Fashion",35,16
1,36,"male",134783,"urban","mobile","Fashion",16,14
1,57,"female",151679,"suburban","desktop","Sports",60,6
1,54,"female",154106,"rural","desktop","Sports",43,7
0,45,"female",42587,"rural","desktop","Technology",14,1
0,41,"female",126696,"suburban","desktop","Technology",31,4
1,34,"male",118351,"suburban","desktop","Technology",35,21
1,39,"female",51295,"suburban","desktop","Travel",13,11
1,44,"male",30038,"urban","desktop","Technology",60,8
1,61,"male",140563,"urban","desktop","Travel",28,16
1,60,"male",112508,"suburban","desktop","Fashion",40,21
0,59,"female",115106,"suburban","desktop","Travel",28,5
0,44,"male",84136,"urban","desktop","Sports",17,25
1,34,"female",196941,"rural","mobile","Sports",5,3
1,65,"female",222826,"urban","desktop","Technology",56,9
1,26,"female",87671,"rural","desktop","Technology",15,3
0,61,"female",34693,"urban","mobile","Technology",32,13
1,20,"male",94535,"urban","desktop","Technology",28,5
0,33,"female",70596,"suburban","desktop","Sports",56,3
1,20,"female",53491,"rural","mobile","Travel",59,22
1,19,"female",92270,"rural","desktop","Technology",27,18
1,29,"female",171528,"suburban","desktop","Technology",24,24
1,29,"male",206252,"urban","mobile","Sports",51,8
1,46,"male",191143,"urban","desktop","Travel",3,5
0,70,"female",189188,"suburban","mobile","Sports",23,11
1,44,"male",193527,"urban","desktop","Sports",7,22
1,26,"male",224472,"rural","desktop","Technology",25,5
1,65,"male",191784,"rural","desktop","Technology",23,15
0,35,"female",84523,"rural","desktop","Fashion",33,22
1,41,"female",114745,"rural","desktop","Fashion",22,6
0,31,"male",50081,"suburban","mobile","Sports",33,4
0,46,"female",105298,"suburban","mobile","Technology",19,6
1,39,"female",120949,"suburban","desktop","Fashion",22,3
1,53,"female",59515,"suburban","desktop","Travel",55,24
0,42,"male",77794,"suburban","desktop","Sports",11,7
1,54,"female",248047,"suburban","mobile","Fashion",57,3
1,54,"male",63924,"suburban","desktop","Fashion",23,23
1,27,"male",233981,"urban","desktop","Fashion",6,15
1,61,"male",29430,"suburban","desktop","Sports",46,16
1,40,"female",116520,"suburban","desktop","Fashion",54,4
1,47,"male",92564,"rural","desktop","Travel",37,9
1,47,"female",108219,"urban","desktop","Sports",17,24
1,33,"male",94736,"rural","desktop","Travel",15,7
1,61,"male",115539,"urban","desktop","Sports",46,1
1,22,"female",97097,"urban","desktop","Sports",60,11
0,43,"male",47905,"rural","mobile","Fashion",6,3
0,28,"female",47177,"urban","desktop","Fashion",28,18
1,46,"female",196600,"rural","desktop","Fashion",59,19
0,26,"male",96514,"urban","desktop","Technology",3,6
1,22,"female",61862,"suburban","desktop","Travel",3,6
0,47,"male",117613,"urban","mobile","Travel",16,14
1,68,"female",169869,"rural","desktop","Fashion",52,6
0,26,"male",39728,"urban","mobile","Sports",4,10
